fabricante,modelo,ano,combustivel,hp,cilindros,tipo_transmissao,tracao,num_portas,categoria,tamanho,estilo,km_por_l_estrada,km_por_l_cidade,popularidade,preco_venda,label
Mazda,CX-5,2014,gasolina comum,155.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,32,26,586,22795,Mazda CX-5
Mazda,CX-5,2014,gasolina comum,155.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,31,25,586,24045,Mazda CX-5
Mazda,CX-5,2014,gasolina comum,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,32,25,586,24815,Mazda CX-5
Mazda,CX-5,2014,gasolina comum,184.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,30,24,586,26065,Mazda CX-5
Mazda,CX-5,2014,gasolina comum,184.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,30,24,586,29070,Mazda CX-5
Mazda,CX-5,2014,gasolina comum,155.0,4.0,MANUAL,tracao_dianteira,4.0,Crossover,regular,4dr SUV,35,26,586,21395,Mazda CX-5
Mazda,CX-5,2014,gasolina comum,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,32,25,586,27820,Mazda CX-5
Mazda,CX-5,2015,gasolina comum,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,32,25,586,27970,Mazda CX-5
Mazda,CX-5,2015,gasolina comum,184.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,30,24,586,29220,Mazda CX-5
Mazda,CX-5,2015,gasolina comum,184.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,30,24,586,26215,Mazda CX-5
Mazda,CX-5,2015,gasolina comum,155.0,4.0,MANUAL,tracao_dianteira,4.0,Crossover,regular,4dr SUV,35,26,586,21545,Mazda CX-5
Mazda,CX-5,2015,gasolina comum,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,32,25,586,24965,Mazda CX-5
Mazda,CX-5,2015,gasolina comum,155.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,32,26,586,22945,Mazda CX-5
Mazda,CX-5,2015,gasolina comum,155.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,31,25,586,24195,Mazda CX-5
Mazda,CX-5,2015,gasolina comum,184.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,30,24,586,24395,Mazda CX-5
Mazda,CX-5,2016,gasolina comum,155.0,4.0,MANUAL,tracao_dianteira,4.0,Crossover,regular,4dr SUV,35,26,586,21795,Mazda CX-5
Mazda,CX-5,2016,gasolina comum,184.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,30,24,586,26465,Mazda CX-5
Mazda,CX-5,2016,gasolina comum,184.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,30,24,586,24445,Mazda CX-5
Mazda,CX-5,2016,gasolina comum,155.0,4.0,MANUAL,tracao_dianteira,4.0,Crossover,regular,4dr SUV,35,26,586,21795,Mazda CX-5
Mazda,CX-5,2016,gasolina comum,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,33,26,586,23195,Mazda CX-5
Mazda,CX-5,2016,gasolina comum,184.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,30,24,586,24895,Mazda CX-5
Mazda,CX-5,2016,gasolina comum,184.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,30,24,586,29870,Mazda CX-5
Mazda,CX-5,2016,gasolina comum,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,33,26,586,28570,Mazda CX-5
Mazda,CX-5,2016,gasolina comum,184.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,30,24,586,29470,Mazda CX-5
Mazda,CX-5,2016,gasolina comum,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,33,26,586,25215,Mazda CX-5
Mazda,CX-5,2016,gasolina comum,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,33,26,586,25215,Mazda CX-5
Mazda,CX-5,2016,gasolina comum,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,33,26,586,23595,Mazda CX-5
Mazda,CX-5,2016,gasolina comum,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,33,26,586,28220,Mazda CX-5
Mazda,CX-5,2016,gasolina comum,184.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,30,24,586,26515,Mazda CX-5
Mazda,CX-7,2010,gasolina aditivada,244.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,25,18,586,25950,Mazda CX-7
Mazda,CX-7,2010,gasolina aditivada,244.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,23,17,586,27650,Mazda CX-7
Mazda,CX-7,2010,gasolina aditivada,244.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,25,18,586,31335,Mazda CX-7
Mazda,CX-7,2010,gasolina aditivada,244.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,23,17,586,33035,Mazda CX-7
Mazda,CX-7,2010,gasolina comum,161.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,28,20,586,21700,Mazda CX-7
Mazda,CX-7,2010,gasolina comum,161.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,28,20,586,22490,Mazda CX-7
Mazda,CX-7,2011,gasolina aditivada,244.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,21,17,586,33340,Mazda CX-7
Mazda,CX-7,2011,gasolina aditivada,244.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,24,18,586,31640,Mazda CX-7
Mazda,CX-7,2011,gasolina comum,161.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,28,20,586,21990,Mazda CX-7
Mazda,CX-7,2011,gasolina aditivada,244.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,21,17,586,27955,Mazda CX-7
Mazda,CX-7,2011,gasolina comum,161.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,28,20,586,22795,Mazda CX-7
Mazda,CX-7,2011,gasolina comum,161.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,28,20,586,26390,Mazda CX-7
Mazda,CX-7,2011,gasolina aditivada,244.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,24,18,586,26255,Mazda CX-7
Mazda,CX-7,2012,gasolina aditivada,244.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,24,18,586,26455,Mazda CX-7
Mazda,CX-7,2012,gasolina aditivada,244.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,24,18,586,31840,Mazda CX-7
Mazda,CX-7,2012,gasolina comum,161.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,27,20,586,26590,Mazda CX-7
Mazda,CX-7,2012,gasolina comum,161.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,27,20,586,22995,Mazda CX-7
Mazda,CX-7,2012,gasolina aditivada,244.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,21,17,586,28155,Mazda CX-7
Mazda,CX-7,2012,gasolina aditivada,244.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,21,17,586,33540,Mazda CX-7
Mazda,CX-7,2012,gasolina comum,161.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,27,20,586,22190,Mazda CX-7
Mazda,CX-9,2014,gasolina comum,273.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,grande,4dr SUV,22,16,586,31575,Mazda CX-9
Mazda,CX-9,2014,gasolina comum,273.0,6.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,grande,4dr SUV,24,17,586,29985,Mazda CX-9
Mazda,CX-9,2014,gasolina comum,273.0,6.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,grande,4dr SUV,24,17,586,32480,Mazda CX-9
Mazda,CX-9,2014,gasolina comum,273.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Crossover,Performance",grande,4dr SUV,22,16,586,36625,Mazda CX-9
Mazda,CX-9,2014,gasolina comum,273.0,6.0,AUTOMATICO,tracao_dianteira,4.0,"Crossover,Performance",grande,4dr SUV,24,17,586,35035,Mazda CX-9
Mazda,CX-9,2014,gasolina comum,273.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,grande,4dr SUV,22,16,586,34070,Mazda CX-9
Mazda,CX-9,2015,gasolina comum,273.0,6.0,AUTOMATICO,tracao_dianteira,4.0,"Crossover,Performance",grande,4dr SUV,24,17,586,35035,Mazda CX-9
Mazda,CX-9,2015,gasolina comum,273.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Crossover,Performance",grande,4dr SUV,22,16,586,36625,Mazda CX-9
Mazda,CX-9,2015,gasolina comum,273.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,grande,4dr SUV,22,16,586,31575,Mazda CX-9
Mazda,CX-9,2015,gasolina comum,273.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,grande,4dr SUV,22,16,586,34070,Mazda CX-9
Mazda,CX-9,2015,gasolina comum,273.0,6.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,grande,4dr SUV,24,17,586,32480,Mazda CX-9
Mazda,CX-9,2015,gasolina comum,273.0,6.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,grande,4dr SUV,24,17,586,29985,Mazda CX-9
Mazda,CX-9,2016,gasolina comum,227.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,grande,4dr SUV,28,22,586,35970,Mazda CX-9
Mazda,CX-9,2016,gasolina comum,227.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,grande,4dr SUV,27,21,586,33320,Mazda CX-9
Mazda,CX-9,2016,gasolina comum,227.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,grande,4dr SUV,27,21,586,41970,Mazda CX-9
Mazda,CX-9,2016,gasolina comum,227.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,grande,4dr SUV,28,22,586,40170,Mazda CX-9
Mazda,CX-9,2016,gasolina comum,227.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,grande,4dr SUV,28,22,586,31520,Mazda CX-9
Mazda,CX-9,2016,gasolina comum,227.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,grande,4dr SUV,27,21,586,44015,Mazda CX-9
Mazda,CX-9,2016,gasolina comum,227.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,grande,4dr SUV,27,21,586,37770,Mazda CX-9
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,20,15,1851,26170,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,302.0,8.0,AUTOMATICO,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,19,14,1851,27780,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,20,15,1851,22030,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,18,14,1851,27625,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,MANUAL,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,19,15,1851,25245,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,18,14,1851,26280,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,18,14,1851,27625,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,MANUAL,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,19,15,1851,24720,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,18,14,1851,30155,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,18,14,1851,30780,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,MANUAL,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,20,16,1851,23640,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,MANUAL,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,20,16,1851,25395,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,MANUAL,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,19,15,1851,28580,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,MANUAL,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,19,15,1851,26590,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,20,15,1851,24010,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,18,14,1851,30510,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,MANUAL,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,19,15,1851,26120,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,20,15,1851,22030,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,20,15,1851,26920,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,20,15,1851,26540,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,302.0,8.0,AUTOMATICO,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,18,14,1851,32135,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,20,15,1851,24010,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,MANUAL,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,19,15,1851,27935,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,MANUAL,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,20,16,1851,22505,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,18,14,1851,26280,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,MANUAL,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,20,16,1851,24985,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,20,15,1851,26935,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,302.0,8.0,AUTOMATICO,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,19,14,1851,30760,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,302.0,8.0,AUTOMATICO,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Dupla,19,14,1851,28520,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,18,14,1851,29095,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,MANUAL,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,20,16,1851,20470,Dodge Dakota
Dodge,Dakota,2008,gasolina comum,210.0,6.0,MANUAL,tracao_traseira,4.0,INDEFINIDO,compacto,Pickup Cabine Extendida,20,16,1851,20995,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,Flex,compacto,Pickup Cabine Dupla,20,15,1851,28630,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Dupla,18,14,1851,31630,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,Flex,compacto,Pickup Cabine Extendida,20,15,1851,23710,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,MANUAL,tracao_traseira,4.0,Flex,compacto,Pickup Cabine Dupla,20,16,1851,25260,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Dupla,18,14,1851,29355,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Dupla,18,14,1851,31045,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,Flex,compacto,Pickup Cabine Extendida,20,15,1851,23710,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Dupla,18,14,1851,29355,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Extendida,18,14,1851,27960,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Extendida,18,14,1851,30155,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,MANUAL,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Dupla,19,15,1851,28210,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Extendida,18,14,1851,27960,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,Flex,compacto,Pickup Cabine Dupla,20,15,1851,26405,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Extendida,18,14,1851,29985,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Extendida,18,14,1851,26810,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,Flex,compacto,Pickup Cabine Extendida,20,15,1851,27315,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,Flex,compacto,Pickup Cabine Dupla,20,15,1851,26405,Dodge Dakota
Dodge,Dakota,2009,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,Flex,compacto,Pickup Cabine Extendida,20,15,1851,22560,Dodge Dakota
Dodge,Dakota,2010,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,Flex,compacto,Pickup Cabine Dupla,20,15,1851,26325,Dodge Dakota
Dodge,Dakota,2010,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Extendida,18,14,1851,27880,Dodge Dakota
Dodge,Dakota,2010,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,Flex,compacto,Pickup Cabine Dupla,20,15,1851,25305,Dodge Dakota
Dodge,Dakota,2010,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Dupla,18,14,1851,28255,Dodge Dakota
Dodge,Dakota,2010,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,Flex,compacto,Pickup Cabine Extendida,20,15,1851,23630,Dodge Dakota
Dodge,Dakota,2010,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Extendida,18,14,1851,27005,Dodge Dakota
Dodge,Dakota,2010,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,Flex,compacto,Pickup Cabine Extendida,20,15,1851,23630,Dodge Dakota
Dodge,Dakota,2010,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Dupla,18,14,1851,29275,Dodge Dakota
Dodge,Dakota,2010,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,Flex,compacto,Pickup Cabine Extendida,20,15,1851,22755,Dodge Dakota
Dodge,Dakota,2010,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Dupla,18,14,1851,33180,Dodge Dakota
Dodge,Dakota,2010,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Extendida,18,14,1851,27880,Dodge Dakota
Dodge,Dakota,2010,gasolina comum,210.0,6.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Dupla,18,14,1851,29275,Dodge Dakota
Dodge,Dakota,2010,flex,302.0,8.0,AUTOMATICO,quatro_por_quatro,4.0,Flex,compacto,Pickup Cabine Dupla,19,14,1851,31365,Dodge Dakota
Dodge,Dakota,2010,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,Flex,compacto,Pickup Cabine Dupla,20,15,1851,26325,Dodge Dakota
Dodge,Dakota,2010,gasolina comum,210.0,6.0,AUTOMATICO,tracao_traseira,4.0,Flex,compacto,Pickup Cabine Dupla,20,15,1851,30180,Dodge Dakota
Dodge,Dart,2014,gasolina comum,160.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,36,25,1851,16495,Dodge Dart
Dodge,Dart,2014,gasolina comum,184.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,35,22,1851,18595,Dodge Dart
Dodge,Dart,2014,gasolina comum,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,35,23,1851,22995,Dodge Dart
Dodge,Dart,2014,gasolina comum,160.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,41,28,1851,19995,Dodge Dart
Dodge,Dart,2014,gasolina comum,184.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,33,23,1851,20995,Dodge Dart
Dodge,Dart,2015,gasolina comum,184.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,33,23,1851,21645,Dodge Dart
Dodge,Dart,2015,gasolina comum,184.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,35,22,1851,19000,Dodge Dart
Dodge,Dart,2015,gasolina comum,160.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,41,28,1851,20495,Dodge Dart
Dodge,Dart,2015,gasolina comum,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,35,23,1851,23795,Dodge Dart
Dodge,Dart,2015,gasolina comum,160.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,36,25,1851,16495,Dodge Dart
Dodge,Dart,2016,gasolina comum,160.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,39,27,1851,19495,Dodge Dart
Dodge,Dart,2016,gasolina comum,160.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,36,25,1851,18995,Dodge Dart
Dodge,Dart,2016,gasolina comum,184.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,35,22,1851,19395,Dodge Dart
Dodge,Dart,2016,gasolina comum,160.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,36,25,1851,17995,Dodge Dart
Dodge,Dart,2016,gasolina comum,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,35,23,1851,24395,Dodge Dart
Dodge,Dart,2016,gasolina comum,160.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,36,25,1851,19595,Dodge Dart
Dodge,Dart,2016,gasolina comum,160.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,36,25,1851,16995,Dodge Dart
Dodge,Dart,2016,gasolina comum,160.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,39,27,1851,21095,Dodge Dart
Dodge,Dart,2016,gasolina comum,184.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,35,22,1851,22095,Dodge Dart
Dodge,Dart,2016,gasolina comum,184.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,35,22,1851,20995,Dodge Dart
Dodge,Dart,2016,gasolina comum,184.0,4.0,MANUAL,tracao_dianteira,4.0,INDEFINIDO,regular,Sedan,35,22,1851,21595,Dodge Dart
Rolls-Royce,Dawn,2016,gasolina premium,563.0,12.0,AUTOMATICO,tracao_traseira,2.0,"Exotico,Luxo,Alta-Performance",grande,Conversível,19,12,86,335000,Rolls-Royce Dawn
Dodge,Daytona,1991,gasolina comum,152.0,4.0,MANUAL,tracao_dianteira,2.0,"Hatch,Audio de Fabrica,Performance",compacto,2dr Hatchback,24,18,1851,2000,Dodge Daytona
Dodge,Daytona,1991,gasolina comum,152.0,4.0,MANUAL,tracao_dianteira,2.0,"Hatch,Performance",compacto,2dr Hatchback,24,18,1851,2000,Dodge Daytona
Dodge,Daytona,1991,gasolina comum,152.0,4.0,MANUAL,tracao_dianteira,2.0,"Hatch,Audio de Fabrica,Performance",compacto,2dr Hatchback,24,18,1851,2000,Dodge Daytona
